Movie_Title,YR_Released,Rating,Num_Reviews,Movie_ID,Record,Runtime,Age_Movie
Cinema Paradiso,1988,8.4,168048,tt0095765,Top 250 Movies,155.0,35
The Lives of Others,2006,8.4,280843,tt0405094,Top 250 Movies,137.0,17
Grave of the Fireflies,1988,8.4,156822,tt0095327,Top 250 Movies,89.0,35
Paths of Glory,1957,8.4,132377,tt0050825,Top 250 Movies,88.0,66
Django Unchained,2012,8.4,1050274,tt1853728,Top 250 Movies,165.0,11
The Shining,1980,8.4,667165,tt0081505,Top 250 Movies,146.0,43
WALL·E,2008,8.4,785336,tt0910970,Top 250 Movies,98.0,15
American Beauty,1999,8.4,885215,tt0169547,Top 250 Movies,122.0,24
The Dark Knight Rises,2012,8.4,1233870,tt1345836,Top 250 Movies,164.0,11
Princess Mononoke,1997,8.4,246530,tt0119698,Top 250 Movies,134.0,26
Aliens,1986,8.4,530993,tt0090605,Top 250 Movies,137.0,37
Oldeuboi,2003,8.4,391591,tt0364569,Top 250 Movies,120.0,20
Once Upon a Time in America,1984,8.4,239897,tt0087843,Top 250 Movies,229.0,39
Witness for the Prosecution,1957,8.4,71949,tt0051201,Top 250 Movies,116.0,66
Das Boot,1981,8.3,181244,tt0082096,Top 250 Movies,149.0,42
Citizen Kane,1941,8.3,319955,tt0033467,Top 250 Movies,119.0,82
Dangal,2016,8.3,58590,tt5074352,Top 250 Movies,161.0,7
North by Northwest,1959,8.3,236685,tt0053125,Top 250 Movies,136.0,64
Vertigo,1958,8.3,272686,tt0052357,Top 250 Movies,128.0,65
Star Wars: Episode VI - Return of the Jedi,1983,8.3,749019,tt0086190,Top 250 Movies,131.0,40
Reservoir Dogs,1992,8.3,722451,tt0105236,Top 250 Movies,99.0,31
Braveheart,1995,8.3,794837,tt0112573,Top 250 Movies,178.0,28
M,1931,8.3,108068,tt0022100,Top 250 Movies,99.0,92
Requiem for a Dream,2000,8.3,619247,tt0180093,Top 250 Movies,102.0,23
Amélie,2001,8.3,577261,tt0211915,Top 250 Movies,122.0,22
Taare Zameen Par,2007,8.3,105481,tt0986264,Top 250 Movies,165.0,16
A Clockwork Orange,1971,8.3,604786,tt0066921,Top 250 Movies,136.0,52
Lawrence of Arabia,1962,8.3,209044,tt0056172,Top 250 Movies,216.0,61
Taxi Driver,1976,8.3,552785,tt0075314,Top 250 Movies,113.0,47
Double Indemnity,1944,8.3,107207,tt0036775,Top 250 Movies,107.0,79
Eternal Sunshine of the Spotless Mind,2004,8.3,723762,tt0338013,Top 250 Movies,108.0,19
Amadeus,1984,8.3,293717,tt0086879,Top 250 Movies,160.0,39
To Kill a Mockingbird,1962,8.3,234667,tt0056592,Top 250 Movies,129.0,61
Toy Story 3,2010,8.3,592883,tt0435761,Top 250 Movies,103.0,13
Full Metal Jacket,1987,8.3,527935,tt0093058,Top 250 Movies,116.0,36
2001: A Space Odyssey,1968,8.3,465433,tt0062622,Top 250 Movies,149.0,55
Singin' in the Rain,1952,8.3,166455,tt0045152,Top 250 Movies,103.0,71
Kimi no na wa,2016,8.3,40217,tt5311514,Top 250 Movies,106.0,7
The Sting,1973,8.3,190428,tt0070735,Top 250 Movies,129.0,50
Toy Story,1995,8.3,681275,tt0114709,Top 250 Movies,81.0,28
Bicycle Thieves,1948,8.3,104536,tt0040522,Top 250 Movies,89.0,75
The Kid,1921,8.3,76922,tt0012349,Top 250 Movies,68.0,102
Inglourious Basterds,2009,8.3,969927,tt0361748,Top 250 Movies,153.0,14
3 Idiots,2009,8.3,243386,tt1187043,Top 250 Movies,170.0,14
Snatch,2000,8.3,645077,tt0208092,Top 250 Movies,102.0,23
Monty Python and the Holy Grail,1975,8.3,409020,tt0071853,Top 250 Movies,91.0,48
L.A. Confidential,1997,8.3,442469,tt0119488,Top 250 Movies,138.0,26
For a Few Dollars More,1965,8.3,173348,tt0059578,Top 250 Movies,132.0,58
Jagten,2012,8.3,195528,tt2106476,Top 250 Movies,115.0,11
Good Will Hunting,1997,8.3,662489,tt0119217,Top 250 Movies,126.0,26
Scarface,1983,8.3,581536,tt0086250,Top 250 Movies,170.0,40
Babam ve Oglum,2005,8.3,47558,tt0476735,Top 250 Movies,108.0,18
The Apartment,1960,8.2,120194,tt0053604,Top 250 Movies,125.0,63
Rashômon,1950,8.2,112587,tt0042876,Top 250 Movies,88.0,73
A Separation,2011,8.2,167245,tt1832382,Top 250 Movies,123.0,12
Metropolis,1927,8.2,121998,tt0017136,Top 250 Movies,153.0,96
Indiana Jones and the Last Crusade,1989,8.2,557362,tt0097576,Top 250 Movies,127.0,34
All About Eve,1950,8.2,90639,tt0042192,Top 250 Movies,138.0,73
Yojimbo,1961,8.2,80859,tt0055630,Top 250 Movies,110.0,62
Batman Begins,2005,8.2,1058439,tt0372784,Top 250 Movies,140.0,18
Up,2009,8.2,730173,tt1049413,Top 250 Movies,96.0,14
Some Like It Hot,1959,8.2,189774,tt0053291,Top 250 Movies,121.0,64
The Treasure of the Sierra Madre,1948,8.2,85995,tt0040897,Top 250 Movies,126.0,75
Unforgiven,1992,8.2,299644,tt0105695,Top 250 Movies,131.0,31
Downfall,2004,8.2,267343,tt0363163,Top 250 Movies,156.0,19
Raging Bull,1980,8.2,252854,tt0081398,Top 250 Movies,129.0,43
Die Hard,1988,8.2,637158,tt0095016,Top 250 Movies,131.0,35
The Third Man,1949,8.2,123518,tt0041959,Top 250 Movies,93.0,74
Children of Heaven,1997,8.2,35959,tt0118849,Top 250 Movies,89.0,26
Heat,1995,8.2,462466,tt0113277,Top 250 Movies,170.0,28
The Great Escape,1963,8.2,178870,tt0057115,Top 250 Movies,172.0,60
Chinatown,1974,8.2,233309,tt0071315,Top 250 Movies,130.0,49
Ikiru,1952,8.2,46665,tt0044741,Top 250 Movies,143.0,71
Pan's Labyrinth,2006,8.2,503389,tt0457430,Top 250 Movies,118.0,17
My Neighbor Totoro,1988,8.2,194826,tt0096283,Top 250 Movies,86.0,35
Baby Driver,2017,8.2,42557,tt3890160,Top 250 Movies,113.0,6
Inside Out,2015,8.2,425314,tt2096673,Top 250 Movies,95.0,8
Ran,1985,8.2,84245,tt0089881,Top 250 Movies,162.0,38
The Gold Rush,1925,8.2,74499,tt0015864,Top 250 Movies,95.0,98
On the Waterfront,1954,8.2,109637,tt0047296,Top 250 Movies,108.0,69
The Secret in Their Eyes,2009,8.2,146336,tt1305806,Top 250 Movies,129.0,14
Room,2015,8.2,230411,tt3170832,Top 250 Movies,118.0,8
The Bridge on the River Kwai,1957,8.2,161772,tt0050212,Top 250 Movies,161.0,66
Blade Runner,1982,8.2,500123,tt0083658,Top 250 Movies,117.0,41
Howl's Moving Castle,2004,8.2,237082,tt0347149,Top 250 Movies,119.0,19
La La Land,2016,8.2,280648,tt3783958,Top 250 Movies,128.0,7
Incendies,2010,8.2,94553,tt1255953,Top 250 Movies,131.0,13
Judgment at Nuremberg,1961,8.2,49522,tt0055031,Top 250 Movies,186.0,62
The Seventh Seal,1957,8.2,121667,tt0050976,Top 250 Movies,96.0,66
"Lock, Stock and Two Smoking Barrels",1998,8.2,443715,tt0120735,Top 250 Movies,107.0,25
Mr. Smith Goes to Washington,1939,8.2,83360,tt0031679,Top 250 Movies,129.0,84
Casino,1995,8.2,361435,tt0112641,Top 250 Movies,178.0,28
A Beautiful Mind,2001,8.2,668623,tt0268978,Top 250 Movies,135.0,22
Logan,2017,8.2,333676,tt3315342,Top 250 Movies,137.0,6
The Elephant Man,1980,8.1,175151,tt0080678,Top 250 Movies,124.0,43
Andrei Rublev,1966,8.1,27019,tt0060107,Top 250 Movies,205.0,57
Wild Strawberries,1957,8.1,68867,tt0050986,Top 250 Movies,91.0,66
V for Vendetta,2005,8.1,854041,tt0434409,Top 250 Movies,132.0,18
The General,1926,8.1,58514,tt0017925,Top 250 Movies,67.0,97
The Wolf of Wall Street,2013,8.1,875751,tt0993846,Top 250 Movies,180.0,10
Warrior,2011,8.1,359095,tt1291584,Top 250 Movies,140.0,12
The Bandit,1996,8.1,41802,tt0116231,Top 250 Movies,128.0,27
Trainspotting,1996,8.1,521571,tt0117951,Top 250 Movies,94.0,27
Sunrise,1927,8.1,32898,tt0018455,Top 250 Movies,94.0,96
Dial M for Murder,1954,8.1,117304,tt0046912,Top 250 Movies,105.0,69
Gran Torino,2008,8.1,600830,tt1205489,Top 250 Movies,116.0,15
The Deer Hunter,1978,8.1,250410,tt0077416,Top 250 Movies,183.0,45
Hacksaw Ridge,2016,8.1,232210,tt2119532,Top 250 Movies,139.0,7
Gone with the Wind,1939,8.1,231809,tt0031381,Top 250 Movies,238.0,84
Fargo,1996,8.1,492443,tt0116282,Top 250 Movies,98.0,27
The Big Lebowski,1998,8.1,582853,tt0118715,Top 250 Movies,117.0,25
The Sixth Sense,1999,8.1,754960,tt0167404,Top 250 Movies,107.0,24
The Thing,1982,8.1,282114,tt0084787,Top 250 Movies,109.0,41
Finding Nemo,2003,8.1,758589,tt0266543,Top 250 Movies,100.0,20
Tokyo Story,1953,8.1,31525,tt0046438,Top 250 Movies,136.0,70
No Country for Old Men,2007,8.1,667072,tt0477348,Top 250 Movies,122.0,16
Rang De Basanti,2006,8.1,81926,tt0405508,Top 250 Movies,157.0,17
The Passion of Joan of Arc,1928,8.1,29550,tt0019254,Top 250 Movies,114.0,95
Cool Hand Luke,1967,8.1,128608,tt0061512,Top 250 Movies,126.0,56
Rebecca,1940,8.1,94628,tt0032976,Top 250 Movies,130.0,83
A Wednesday,2008,8.1,52485,tt1280558,Top 250 Movies,104.0,15
There Will Be Blood,2007,8.1,404931,tt0469494,Top 250 Movies,158.0,16
How to Train Your Dragon,2010,8.1,529325,tt0892769,Top 250 Movies,98.0,13
Kill Bill: Vol. 1,2003,8.1,793769,tt0266697,Top 250 Movies,111.0,20
Come and See,1985,8.1,30786,tt0091251,Top 250 Movies,142.0,38
Mary and Max,2009,8.1,130331,tt0978762,Top 250 Movies,92.0,14
Gone Girl,2014,8.1,644810,tt2267998,Top 250 Movies,149.0,9
Into the Wild,2007,8.1,463724,tt0758758,Top 250 Movies,148.0,16
It Happened One Night,1934,8.1,71040,tt0025316,Top 250 Movies,105.0,89
Shutter Island,2010,8.1,865451,tt1130884,Top 250 Movies,138.0,13
Life of Brian,1979,8.1,292152,tt0079470,Top 250 Movies,94.0,44
Platoon,1986,8.1,312743,tt0091763,Top 250 Movies,120.0,37
Relatos salvajes,2014,8.1,112915,tt3011894,Top 250 Movies,122.0,9
Hotel Rwanda,2004,8.1,282803,tt0395169,Top 250 Movies,121.0,19
Rush,2013,8.1,343470,tt1979320,Top 250 Movies,123.0,10
The Wages of Fear,1953,8.1,38738,tt0046268,Top 250 Movies,131.0,70
Network,1976,8.1,112569,tt0074958,Top 250 Movies,121.0,47
In the Name of the Father,1993,8.1,120514,tt0107207,Top 250 Movies,133.0,30
Stand by Me,1986,8.1,293128,tt0092005,Top 250 Movies,89.0,37
The 400 Blows,1959,8.1,76789,tt0053198,Top 250 Movies,99.0,64
Ben-Hur,1959,8.1,175529,tt0052618,Top 250 Movies,212.0,64
The Grand Budapest Hotel,2014,8.1,537620,tt2278388,Top 250 Movies,99.0,9
Spotlight,2015,8.1,275223,tt1895587,Top 250 Movies,128.0,8
Mad Max: Fury Road,2015,8.1,643317,tt1392190,Top 250 Movies,120.0,8
12 Years a Slave,2013,8.1,492419,tt2024544,Top 250 Movies,134.0,10
Persona,1966,8.1,68987,tt0060827,Top 250 Movies,83.0,57
Million Dollar Baby,2004,8.1,520514,tt0405159,Top 250 Movies,132.0,19
Butch Cassidy and the Sundance Kid,1969,8.1,164052,tt0064115,Top 250 Movies,110.0,54
Jurassic Park,1993,8.1,672562,tt0107290,Top 250 Movies,127.0,30
Memories of Murder,2003,8.1,77660,tt0353969,Top 250 Movies,132.0,20
Amores Perros,2000,8.1,185221,tt0245712,Top 250 Movies,154.0,23
The Maltese Falcon,1941,8.1,122229,tt0033870,Top 250 Movies,100.0,82
Munna Bhai M.B.B.S.,2003,8.1,52544,tt0374887,Top 250 Movies,156.0,20
Stalker,1979,8.1,76707,tt0079944,Top 250 Movies,163.0,44
The Truman Show,1998,8.1,727241,tt0120382,Top 250 Movies,103.0,25
The Nights of Cabiria,1957,8.1,29373,tt0050783,Top 250 Movies,110.0,66
The Princess Bride,1987,8.1,316058,tt0093779,Top 250 Movies,98.0,36
Hachi: A Dog's Tale,2009,8.1,180654,tt1028532,Top 250 Movies,93.0,14
Nausicaä of the Valley of the Wind,1984,8.1,106541,tt0087544,Top 250 Movies,117.0,39
Before Sunrise,1995,8.0,202637,tt0112471,Top 250 Movies,101.0,28
Star Wars: Episode VII - The Force Awakens,2015,8.0,671338,tt2488496,Top 250 Movies,136.0,8
Sholay,1975,8.0,39435,tt0073707,Top 250 Movies,162.0,48
The Grapes of Wrath,1940,8.0,68455,tt0032551,Top 250 Movies,129.0,83
Harry Potter and the Deathly Hallows: Part 2,2011,8.0,597151,tt1201607,Top 250 Movies,130.0,12
Rocky,1976,8.0,410553,tt0075148,Top 250 Movies,120.0,47
Prisoners,2013,8.0,437471,tt1392214,Top 250 Movies,153.0,10
Touch of Evil,1958,8.0,78497,tt0052311,Top 250 Movies,95.0,65
Gandhi,1982,8.0,184691,tt0083987,Top 250 Movies,191.0,41
Diabolique,1955,8.0,46021,tt0046911,Top 250 Movies,117.0,68
Annie Hall,1977,8.0,209863,tt0075686,Top 250 Movies,93.0,46
Catch Me If You Can,2002,8.0,595613,tt0264464,Top 250 Movies,141.0,21
Donnie Darko,2001,8.0,625616,tt0246578,Top 250 Movies,113.0,22
"Monsters, Inc.",2001,8.0,640671,tt0198781,Top 250 Movies,92.0,22
Hera Pheri,2000,8.0,40006,tt0242519,Top 250 Movies,156.0,23
The Bourne Ultimatum,2007,8.0,529942,tt0440963,Top 250 Movies,115.0,16
The Terminator,1984,8.0,646930,tt0088247,Top 250 Movies,107.0,39
8½,1963,8.0,85177,tt0056801,Top 250 Movies,138.0,60
The Wizard of Oz,1939,8.0,312709,tt0032138,Top 250 Movies,102.0,84
Barry Lyndon,1975,8.0,110612,tt0072684,Top 250 Movies,184.0,48
Groundhog Day,1993,8.0,475438,tt0107048,Top 250 Movies,101.0,30
La Haine,1995,8.0,113209,tt0113247,Top 250 Movies,98.0,28
Twelve Monkeys,1995,8.0,493672,tt0114746,Top 250 Movies,129.0,28
Jaws,1975,8.0,446905,tt0073195,Top 250 Movies,124.0,48
Infernal Affairs,2002,8.0,98612,tt0338564,Top 250 Movies,101.0,21
The Best Years of Our Lives,1946,8.0,43688,tt0036868,Top 250 Movies,170.0,77
Gangs of Wasseypur,2012,8.0,54250,tt1954470,Top 250 Movies,320.0,11
The Help,2011,8.0,345567,tt1454029,Top 250 Movies,146.0,12
Beauty and the Beast,1991,8.0,337665,tt0101414,Top 250 Movies,84.0,32
Dog Day Afternoon,1975,8.0,195760,tt0072890,Top 250 Movies,125.0,48
The Battle of Algiers,1966,8.0,41317,tt0058946,Top 250 Movies,121.0,57
In the Mood for Love,2000,8.0,84318,tt0118694,Top 250 Movies,98.0,23
Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.0,872441,tt0325980,Top 250 Movies,143.0,20
What Ever Happened to Baby Jane?,1962,8.0,37906,tt0056687,Top 250 Movies,134.0,61
"Paris, Texas",1984,8.0,55587,tt0087884,Top 250 Movies,145.0,39
Drishyam,2015,8.0,40777,tt4430212,Top 250 Movies,163.0,8
PK,2014,8.0,106375,tt2338151,Top 250 Movies,153.0,9
