Movie_Title,YR_Released,Rating,Num_Reviews,Movie_ID,Record,Runtime,Age_Movie
Code Name: K.O.Z.,2015,1.4,24623,tt4458206,Bottom 250 Movies,114.0,8
Saving Christmas,2014,1.5,12765,tt4009460,Bottom 250 Movies,80.0,9
Superbabies: Baby Geniuses 2,2004,1.6,26505,tt0270846,Bottom 250 Movies,88.0,19
Daniel the Wizard,2004,1.6,13295,tt0421051,Bottom 250 Movies,81.0,19
Manos: The Hands of Fate,1966,1.7,31808,tt0060666,Bottom 250 Movies,70.0,57
Pledge This!,2006,1.7,15836,tt0417056,Bottom 250 Movies,91.0,17
Dünyayi Kurtaran Adam'in Oglu,2006,1.8,14110,tt0808240,Bottom 250 Movies,110.0,17
Foodfight!,2012,1.8,5740,tt0249516,Bottom 250 Movies,91.0,11
Birdemic: Shock and Terror,2010,1.8,15919,tt1316037,Bottom 250 Movies,105.0,13
Álom.net,2009,1.9,8502,tt1309000,Bottom 250 Movies,,14
Titanic - La leggenda continua,2000,1.9,8421,tt0330994,Bottom 250 Movies,90.0,23
Disaster Movie,2008,1.9,77553,tt1213644,Bottom 250 Movies,87.0,15
Zombie Nation,2004,1.9,7730,tt0463392,Bottom 250 Movies,81.0,19
The Hottie & the Nottie,2008,1.9,34098,tt0804492,Bottom 250 Movies,91.0,15
Keloglan Karaprens'e Karsi,2006,1.9,8502,tt0470833,Bottom 250 Movies,105.0,17
From Justin to Kelly,2003,1.9,23920,tt0339034,Bottom 250 Movies,81.0,20
A Fox's Tale,2008,1.9,7953,tt0830861,Bottom 250 Movies,85.0,15
Ram Gopal Varma's Indian Flames,2007,1.9,6028,tt0473310,Bottom 250 Movies,171.0,16
Going Overboard,1989,2.0,10938,tt0096870,Bottom 250 Movies,99.0,34
Emret Komutanim: Sah Mat,2007,2.0,6354,tt0953989,Bottom 250 Movies,100.0,16
Attack of the Jurassic Shark,2012,2.0,2983,tt2071491,Bottom 250 Movies,75.0,11
Potato Salad,2015,2.0,5854,tt4404474,Bottom 250 Movies,81.0,8
Ben & Arthur,2002,2.0,7036,tt0364986,Bottom 250 Movies,85.0,21
La leggenda del Titanic,1999,2.0,2883,tt1623780,Bottom 250 Movies,84.0,24
Himmatwala,2013,2.0,6583,tt2344678,Bottom 250 Movies,150.0,10
Birdemic 2: The Resurrection,2013,2.0,3251,tt1674047,Bottom 250 Movies,90.0,10
Monster a-Go Go,1965,2.1,6344,tt0059464,Bottom 250 Movies,70.0,58
House of the Dead,2003,2.1,33007,tt0317676,Bottom 250 Movies,90.0,20
Who's Your Caddy?,2007,2.1,13980,tt0785077,Bottom 250 Movies,93.0,16
Humshakals,2014,2.2,6296,tt3036740,Bottom 250 Movies,159.0,9
Hobgoblins,1988,2.2,8733,tt0089280,Bottom 250 Movies,88.0,35
Glitter,2001,2.2,19906,tt0118589,Bottom 250 Movies,104.0,22
The Beast of Yucca Flats,1961,2.2,6707,tt0054673,Bottom 250 Movies,54.0,62
Son of the Mask,2005,2.2,43676,tt0362165,Bottom 250 Movies,94.0,18
Crossover,2006,2.2,8792,tt0473024,Bottom 250 Movies,95.0,17
Space Mutiny,1988,2.2,5871,tt0096149,Bottom 250 Movies,91.0,35
Night Train to Mundo Fine,1966,2.3,5928,tt0060753,Bottom 250 Movies,89.0,57
Extra Terrestrial Visitors,1983,2.3,3926,tt0086026,Bottom 250 Movies,80.0,40
Dracula 3000,2004,2.3,5217,tt0367677,Bottom 250 Movies,86.0,19
The Wild World of Batwoman,1966,2.3,3968,tt0061191,Bottom 250 Movies,70.0,57
Surf School,2006,2.3,4677,tt0456014,Bottom 250 Movies,87.0,17
Epic Movie,2007,2.3,92727,tt0799949,Bottom 250 Movies,86.0,16
Alone in the Dark,2005,2.4,38605,tt0369226,Bottom 250 Movies,96.0,18
The Starfighters,1964,2.4,3080,tt0058615,Bottom 250 Movies,78.0,59
Leonard Part 6,1987,2.4,7312,tt0093405,Bottom 250 Movies,85.0,36
Final Justice,1985,2.4,2792,tt0087258,Bottom 250 Movies,90.0,38
Eegah,1962,2.4,4833,tt0055946,Bottom 250 Movies,90.0,61
Die Hard Dracula,1998,2.4,3103,tt0162930,Bottom 250 Movies,88.0,25
The Class,2007,2.4,2968,tt0929809,Bottom 250 Movies,100.0,16
United Passions,2014,2.4,3547,tt2814362,Bottom 250 Movies,110.0,9
Gigli,2003,2.4,42661,tt0299930,Bottom 250 Movies,121.0,20
Kyaa Kool Hain Hum 3,2016,2.4,3405,tt5290620,Bottom 250 Movies,124.0,7
The Pumaman,1980,2.5,3636,tt0081693,Bottom 250 Movies,90.0,43
Battlefield Earth,2000,2.5,67616,tt0185183,Bottom 250 Movies,118.0,23
Troppo belli,2005,2.5,4471,tt0469849,Bottom 250 Movies,97.0,18
Smolensk,2016,2.5,6763,tt6038600,Bottom 250 Movies,120.0,7
Track of the Moon Beast,1976,2.5,3045,tt0075343,Bottom 250 Movies,90.0,47
Anne B. Real,2003,2.5,3561,tt0315775,Bottom 250 Movies,91.0,20
Invasion of the Neptune Men,1961,2.5,2246,tt0055562,Bottom 250 Movies,74.0,62
The Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies!!?,1964,2.5,4210,tt0057181,Bottom 250 Movies,82.0,59
Zaat,1971,2.5,4186,tt0072666,Bottom 250 Movies,100.0,52
The Skydivers,1963,2.5,4463,tt0057507,Bottom 250 Movies,75.0,60
Girl in Gold Boots,1968,2.5,3259,tt0174685,Bottom 250 Movies,94.0,55
The Oogieloves in the Big Balloon Adventure,2012,2.5,14365,tt1520498,Bottom 250 Movies,88.0,11
Chairman of the Board,1998,2.5,5316,tt0118836,Bottom 250 Movies,95.0,25
Lawnmower Man 2: Beyond Cyberspace,1996,2.5,8247,tt0116839,Bottom 250 Movies,93.0,27
The Maize: The Movie,2004,2.5,2540,tt0451109,Bottom 250 Movies,100.0,19
The Touch of Satan,1971,2.6,2442,tt0066476,Bottom 250 Movies,90.0,52
Baby Geniuses,1999,2.6,20834,tt0118665,Bottom 250 Movies,97.0,24
Soultaker,1990,2.6,3313,tt0100665,Bottom 250 Movies,94.0,33
The Blade Master,1984,2.6,3096,tt0086972,Bottom 250 Movies,92.0,39
Prince of Space,1959,2.6,2531,tt0053464,Bottom 250 Movies,121.0,64
Simon Sez,1999,2.6,6119,tt0168172,Bottom 250 Movies,85.0,24
Santa Claus Conquers the Martians,1964,2.6,9292,tt0058548,Bottom 250 Movies,81.0,59
Tees Maar Khan,2010,2.6,8952,tt1572311,Bottom 250 Movies,135.0,13
Breaking Wind,2012,2.6,3910,tt1651323,Bottom 250 Movies,82.0,11
Santa with Muscles,1996,2.7,8006,tt0117550,Bottom 250 Movies,97.0,27
Zombie Nightmare,1987,2.7,2593,tt0092297,Bottom 250 Movies,89.0,36
Boggy Creek II: And the Legend Continues,1984,2.7,2838,tt0088772,Bottom 250 Movies,91.0,39
Dis - en historie om kjærlighet,1995,2.7,2875,tt0112873,Bottom 250 Movies,70.0,28
Fat Slags,2004,2.7,3640,tt0382028,Bottom 250 Movies,75.0,19
"Car 54, Where Are You?",1994,2.7,3983,tt0109376,Bottom 250 Movies,89.0,29
Dragonball: Evolution,2009,2.7,59958,tt1098327,Bottom 250 Movies,85.0,14
La momia azteca contra el robot humano,1958,2.7,1927,tt0050717,Bottom 250 Movies,65.0,65
Body in the Web,1960,2.7,3179,tt0054333,Bottom 250 Movies,77.0,63
Mitchell,1975,2.7,3894,tt0073396,Bottom 250 Movies,97.0,48
Theodore Rex,1995,2.7,3378,tt0114658,Bottom 250 Movies,92.0,28
Santa Claus,1959,2.7,3918,tt0053241,Bottom 250 Movies,94.0,64
Laserblast,1978,2.7,4732,tt0077834,Bottom 250 Movies,85.0,45
Ed,1996,2.7,7408,tt0116165,Bottom 250 Movies,94.0,27
Survival Island,2002,2.7,3616,tt0201844,Bottom 250 Movies,85.0,21
Time Chasers,1994,2.7,2756,tt0145529,Bottom 250 Movies,89.0,29
Devil Fish,1984,2.7,2624,tt0088100,Bottom 250 Movies,90.0,39
Meet the Spartans,2008,2.7,92020,tt1073498,Bottom 250 Movies,86.0,15
It's Pat: The Movie,1994,2.7,8762,tt0110169,Bottom 250 Movies,77.0,29
I Accuse My Parents,1944,2.7,2444,tt0037798,Bottom 250 Movies,68.0,79
The Bat People,1974,2.7,1920,tt0071198,Bottom 250 Movies,91.0,49
Stjerner uden hjerner,1997,2.8,2332,tt0120214,Bottom 250 Movies,79.0,26
Ghosts Can't Do It,1989,2.8,2074,tt0099656,Bottom 250 Movies,90.0,34
Warrior of the Lost World,1983,2.8,2151,tt0088380,Bottom 250 Movies,92.0,40
The Shawshank Redemption,1994,9.2,1829037,tt0111161,Top 250 Eng Movies,142.0,29
The Godfather,1972,9.2,1249333,tt0068646,Top 250 Eng Movies,175.0,51
The Godfather: Part II,1974,9.0,860228,tt0071562,Top 250 Eng Movies,202.0,49
The Dark Knight,2008,9.0,1808543,tt0468569,Top 250 Eng Movies,152.0,15
12 Angry Men,1957,8.9,497242,tt0050083,Top 250 Eng Movies,96.0,66
Schindler's List,1993,8.9,939136,tt0108052,Top 250 Eng Movies,195.0,30
The Lord of the Rings: The Return of the King,2003,8.9,1311271,tt0167260,Top 250 Eng Movies,201.0,20
Pulp Fiction,1994,8.9,1432193,tt0110912,Top 250 Eng Movies,154.0,29
Fight Club,1999,8.8,1465931,tt0137523,Top 250 Eng Movies,139.0,24
The Lord of the Rings: The Fellowship of the Ring,2001,8.8,1332276,tt0120737,Top 250 Eng Movies,178.0,22
Forrest Gump,1994,8.8,1375185,tt0109830,Top 250 Eng Movies,142.0,29
Star Wars: Episode V - The Empire Strikes Back,1980,8.8,914145,tt0080684,Top 250 Eng Movies,124.0,43
Inception,2010,8.7,1599451,tt1375666,Top 250 Eng Movies,148.0,13
The Lord of the Rings: The Two Towers,2002,8.7,1188529,tt0167261,Top 250 Eng Movies,179.0,21
One Flew Over the Cuckoo's Nest,1975,8.7,732419,tt0073486,Top 250 Eng Movies,133.0,48
Goodfellas,1990,8.7,788904,tt0099685,Top 250 Eng Movies,146.0,33
The Matrix,1999,8.7,1317661,tt0133093,Top 250 Eng Movies,136.0,24
Star Wars: Episode IV - A New Hope,1977,8.6,987025,tt0076759,Top 250 Eng Movies,121.0,46
Se7en,1995,8.6,1114183,tt0114369,Top 250 Eng Movies,127.0,28
It's a Wonderful Life,1946,8.6,302427,tt0038650,Top 250 Eng Movies,130.0,77
The Silence of the Lambs,1991,8.6,971560,tt0102926,Top 250 Eng Movies,118.0,32
The Usual Suspects,1995,8.6,801119,tt0114814,Top 250 Eng Movies,106.0,28
Léon: The Professional,1994,8.6,791000,tt0110413,Top 250 Eng Movies,110.0,29
Saving Private Ryan,1998,8.6,960846,tt0120815,Top 250 Eng Movies,169.0,25
City Lights,1931,8.6,120458,tt0021749,Top 250 Eng Movies,87.0,92
Interstellar,2014,8.5,1064083,tt0816692,Top 250 Eng Movies,169.0,9
American History X,1998,8.5,843817,tt0120586,Top 250 Eng Movies,119.0,25
Modern Times,1936,8.5,158806,tt0027977,Top 250 Eng Movies,87.0,87
Casablanca,1942,8.5,417396,tt0034583,Top 250 Eng Movies,102.0,81
The Green Mile,1999,8.5,862500,tt0120689,Top 250 Eng Movies,189.0,24
Psycho,1960,8.5,460216,tt0054215,Top 250 Eng Movies,109.0,63
Raiders of the Lost Ark,1981,8.5,712084,tt0082971,Top 250 Eng Movies,115.0,42
The Pianist,2002,8.5,547499,tt0253474,Top 250 Eng Movies,150.0,21
Rear Window,1954,8.5,343628,tt0047396,Top 250 Eng Movies,112.0,69
The Departed,2006,8.5,946303,tt0407887,Top 250 Eng Movies,151.0,17
Whiplash,2014,8.5,486954,tt2582802,Top 250 Eng Movies,107.0,9
Terminator 2: Judgment Day,1991,8.5,800716,tt0103064,Top 250 Eng Movies,137.0,32
Back to the Future,1985,8.5,801488,tt0088763,Top 250 Eng Movies,116.0,38
Gladiator,2000,8.5,1063774,tt0172495,Top 250 Eng Movies,155.0,23
The Lion King,1994,8.5,708441,tt0110357,Top 250 Eng Movies,88.0,29
The Prestige,2006,8.5,923330,tt0482571,Top 250 Eng Movies,130.0,17
Apocalypse Now,1979,8.5,483851,tt0078788,Top 250 Eng Movies,153.0,44
Memento,2000,8.5,912240,tt0209144,Top 250 Eng Movies,113.0,23
The Great Dictator,1940,8.5,151920,tt0032553,Top 250 Eng Movies,125.0,83
Sunset Blvd.,1950,8.5,152174,tt0043014,Top 250 Eng Movies,110.0,73
Alien,1979,8.5,620941,tt0078748,Top 250 Eng Movies,117.0,44
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,8.5,368325,tt0057012,Top 250 Eng Movies,95.0,59
Paths of Glory,1957,8.4,132377,tt0050825,Top 250 Eng Movies,88.0,66
Django Unchained,2012,8.4,1050274,tt1853728,Top 250 Eng Movies,165.0,11
The Shining,1980,8.4,667165,tt0081505,Top 250 Eng Movies,146.0,43
Witness for the Prosecution,1957,8.4,71949,tt0051201,Top 250 Eng Movies,116.0,66
The Dark Knight Rises,2012,8.4,1233870,tt1345836,Top 250 Eng Movies,164.0,11
WALL·E,2008,8.4,785336,tt0910970,Top 250 Eng Movies,98.0,15
American Beauty,1999,8.4,885215,tt0169547,Top 250 Eng Movies,122.0,24
Once Upon a Time in America,1984,8.4,239897,tt0087843,Top 250 Eng Movies,229.0,39
Aliens,1986,8.4,530993,tt0090605,Top 250 Eng Movies,137.0,37
Citizen Kane,1941,8.4,319955,tt0033467,Top 250 Eng Movies,119.0,82
North by Northwest,1959,8.4,236685,tt0053125,Top 250 Eng Movies,136.0,64
Vertigo,1958,8.4,272686,tt0052357,Top 250 Eng Movies,128.0,65
Star Wars: Episode VI - Return of the Jedi,1983,8.3,749019,tt0086190,Top 250 Eng Movies,131.0,40
Braveheart,1995,8.3,794837,tt0112573,Top 250 Eng Movies,178.0,28
Reservoir Dogs,1992,8.3,722451,tt0105236,Top 250 Eng Movies,99.0,31
Double Indemnity,1944,8.3,107207,tt0036775,Top 250 Eng Movies,107.0,79
Requiem for a Dream,2000,8.3,619247,tt0180093,Top 250 Eng Movies,102.0,23
Lawrence of Arabia,1962,8.3,209044,tt0056172,Top 250 Eng Movies,216.0,61
The Kid,1921,8.3,76922,tt0012349,Top 250 Eng Movies,68.0,102
A Clockwork Orange,1971,8.3,604786,tt0066921,Top 250 Eng Movies,136.0,52
Amadeus,1984,8.3,293717,tt0086879,Top 250 Eng Movies,160.0,39
To Kill a Mockingbird,1962,8.3,234667,tt0056592,Top 250 Eng Movies,129.0,61
Eternal Sunshine of the Spotless Mind,2004,8.3,723762,tt0338013,Top 250 Eng Movies,108.0,19
Singin' in the Rain,1952,8.3,166455,tt0045152,Top 250 Eng Movies,103.0,71
Taxi Driver,1976,8.3,552785,tt0075314,Top 250 Eng Movies,113.0,47
The Sting,1973,8.3,190428,tt0070735,Top 250 Eng Movies,129.0,50
Toy Story 3,2010,8.3,592883,tt0435761,Top 250 Eng Movies,103.0,13
2001: A Space Odyssey,1968,8.3,465433,tt0062622,Top 250 Eng Movies,149.0,55
Full Metal Jacket,1987,8.3,527935,tt0093058,Top 250 Eng Movies,116.0,36
Baby Driver,2017,8.3,42557,tt3890160,Top 250 Eng Movies,113.0,6
Toy Story,1995,8.3,681275,tt0114709,Top 250 Eng Movies,81.0,28
Inglourious Basterds,2009,8.3,969927,tt0361748,Top 250 Eng Movies,153.0,14
Snatch,2000,8.3,645077,tt0208092,Top 250 Eng Movies,102.0,23
The Apartment,1960,8.3,120194,tt0053604,Top 250 Eng Movies,125.0,63
All About Eve,1950,8.3,90639,tt0042192,Top 250 Eng Movies,138.0,73
Monty Python and the Holy Grail,1975,8.3,409020,tt0071853,Top 250 Eng Movies,91.0,48
Scarface,1983,8.3,581536,tt0086250,Top 250 Eng Movies,170.0,40
L.A. Confidential,1997,8.3,442469,tt0119488,Top 250 Eng Movies,138.0,26
Good Will Hunting,1997,8.3,662489,tt0119217,Top 250 Eng Movies,126.0,26
The Treasure of the Sierra Madre,1948,8.3,85995,tt0040897,Top 250 Eng Movies,126.0,75
Indiana Jones and the Last Crusade,1989,8.3,557362,tt0097576,Top 250 Eng Movies,127.0,34
Some Like It Hot,1959,8.3,189774,tt0053291,Top 250 Eng Movies,121.0,64
Batman Begins,2005,8.2,1058439,tt0372784,Top 250 Eng Movies,140.0,18
Up,2009,8.2,730173,tt1049413,Top 250 Eng Movies,96.0,14
The Third Man,1949,8.2,123518,tt0041959,Top 250 Eng Movies,93.0,74
Unforgiven,1992,8.2,299644,tt0105695,Top 250 Eng Movies,131.0,31
Judgment at Nuremberg,1961,8.2,49522,tt0055031,Top 250 Eng Movies,186.0,62
Raging Bull,1980,8.2,252854,tt0081398,Top 250 Eng Movies,129.0,43
The Great Escape,1963,8.2,178870,tt0057115,Top 250 Eng Movies,172.0,60
Heat,1995,8.2,462466,tt0113277,Top 250 Eng Movies,170.0,28
Die Hard,1988,8.2,637158,tt0095016,Top 250 Eng Movies,131.0,35
The Gold Rush,1925,8.2,74499,tt0015864,Top 250 Eng Movies,95.0,98
Chinatown,1974,8.2,233309,tt0071315,Top 250 Eng Movies,130.0,49
On the Waterfront,1954,8.2,109637,tt0047296,Top 250 Eng Movies,108.0,69
Mr. Smith Goes to Washington,1939,8.2,83360,tt0031679,Top 250 Eng Movies,129.0,84
The General,1926,8.2,58514,tt0017925,Top 250 Eng Movies,67.0,97
Inside Out,2015,8.2,425314,tt2096673,Top 250 Eng Movies,95.0,8
The Bridge on the River Kwai,1957,8.2,161772,tt0050212,Top 250 Eng Movies,161.0,66
Room,2015,8.2,230411,tt3170832,Top 250 Eng Movies,118.0,8
La La Land,2016,8.2,280648,tt3783958,Top 250 Eng Movies,128.0,7
Logan,2017,8.2,333676,tt3315342,Top 250 Eng Movies,137.0,6
Blade Runner,1982,8.2,500123,tt0083658,Top 250 Eng Movies,117.0,41
"Lock, Stock and Two Smoking Barrels",1998,8.2,443715,tt0120735,Top 250 Eng Movies,107.0,25
Casino,1995,8.2,361435,tt0112641,Top 250 Eng Movies,178.0,28
A Beautiful Mind,2001,8.2,668623,tt0268978,Top 250 Eng Movies,135.0,22
The Elephant Man,1980,8.2,175151,tt0080678,Top 250 Eng Movies,124.0,43
Warrior,2011,8.2,359095,tt1291584,Top 250 Eng Movies,140.0,12
V for Vendetta,2005,8.2,854041,tt0434409,Top 250 Eng Movies,132.0,18
The Wolf of Wall Street,2013,8.2,875751,tt0993846,Top 250 Eng Movies,180.0,10
Dial M for Murder,1954,8.2,117304,tt0046912,Top 250 Eng Movies,105.0,69
Hacksaw Ridge,2016,8.2,232210,tt2119532,Top 250 Eng Movies,139.0,7
Gone with the Wind,1939,8.2,231809,tt0031381,Top 250 Eng Movies,238.0,84
The Message,1976,8.2,36313,tt0074896,Top 250 Eng Movies,177.0,47
Rebecca,1940,8.2,94628,tt0032976,Top 250 Eng Movies,130.0,83
Trainspotting,1996,8.2,521571,tt0117951,Top 250 Eng Movies,94.0,27
The Deer Hunter,1978,8.1,250410,tt0077416,Top 250 Eng Movies,183.0,45
Cool Hand Luke,1967,8.1,128608,tt0061512,Top 250 Eng Movies,126.0,56
Gran Torino,2008,8.1,600830,tt1205489,Top 250 Eng Movies,116.0,15
The Big Lebowski,1998,8.1,582853,tt0118715,Top 250 Eng Movies,117.0,25
The Thing,1982,8.1,282114,tt0084787,Top 250 Eng Movies,109.0,41
It Happened One Night,1934,8.1,71040,tt0025316,Top 250 Eng Movies,105.0,89
Fargo,1996,8.1,492443,tt0116282,Top 250 Eng Movies,98.0,27
The Sixth Sense,1999,8.1,754960,tt0167404,Top 250 Eng Movies,107.0,24
Finding Nemo,2003,8.1,758589,tt0266543,Top 250 Eng Movies,100.0,20
Mary and Max,2009,8.1,130331,tt0978762,Top 250 Eng Movies,92.0,14
No Country for Old Men,2007,8.1,667072,tt0477348,Top 250 Eng Movies,122.0,16
How to Train Your Dragon,2010,8.1,529325,tt0892769,Top 250 Eng Movies,98.0,13
There Will Be Blood,2007,8.1,404931,tt0469494,Top 250 Eng Movies,158.0,16
Into the Wild,2007,8.1,463724,tt0758758,Top 250 Eng Movies,148.0,16
Kill Bill: Vol. 1,2003,8.1,793769,tt0266697,Top 250 Eng Movies,111.0,20
Gone Girl,2014,8.1,644810,tt2267998,Top 250 Eng Movies,149.0,9
Life of Brian,1979,8.1,292152,tt0079470,Top 250 Eng Movies,94.0,44
Network,1976,8.1,112569,tt0074958,Top 250 Eng Movies,121.0,47
Shutter Island,2010,8.1,865451,tt1130884,Top 250 Eng Movies,138.0,13
In the Name of the Father,1993,8.1,120514,tt0107207,Top 250 Eng Movies,133.0,30
Rush,2013,8.1,343470,tt1979320,Top 250 Eng Movies,123.0,10
Hotel Rwanda,2004,8.1,282803,tt0395169,Top 250 Eng Movies,121.0,19
Platoon,1986,8.1,312743,tt0091763,Top 250 Eng Movies,120.0,37
Song of the Sea,2014,8.1,33885,tt1865505,Top 250 Eng Movies,93.0,9
Ben-Hur,1959,8.1,175529,tt0052618,Top 250 Eng Movies,212.0,64
Stand by Me,1986,8.1,293128,tt0092005,Top 250 Eng Movies,89.0,37
Hachi: A Dog's Tale,2009,8.1,180654,tt1028532,Top 250 Eng Movies,93.0,14
Kind Hearts and Coronets,1949,8.1,29283,tt0041546,Top 250 Eng Movies,106.0,74
The Maltese Falcon,1941,8.1,122229,tt0033870,Top 250 Eng Movies,100.0,82
Butch Cassidy and the Sundance Kid,1969,8.1,164052,tt0064115,Top 250 Eng Movies,110.0,54
La leggenda del pianista sull'oceano,1998,8.1,44387,tt0120731,Top 250 Eng Movies,165.0,25
Spotlight,2015,8.1,275223,tt1895587,Top 250 Eng Movies,128.0,8
Brief Encounter,1945,8.1,28099,tt0037558,Top 250 Eng Movies,86.0,78
The Best Years of Our Lives,1946,8.1,43688,tt0036868,Top 250 Eng Movies,170.0,77
The Grapes of Wrath,1940,8.1,68455,tt0032551,Top 250 Eng Movies,129.0,83
12 Years a Slave,2013,8.1,492419,tt2024544,Top 250 Eng Movies,134.0,10
The Grand Budapest Hotel,2014,8.1,537620,tt2278388,Top 250 Eng Movies,99.0,9
Mad Max: Fury Road,2015,8.1,643317,tt1392190,Top 250 Eng Movies,120.0,8
The Princess Bride,1987,8.1,316058,tt0093779,Top 250 Eng Movies,98.0,36
What Ever Happened to Baby Jane?,1962,8.1,37906,tt0056687,Top 250 Eng Movies,134.0,61
Million Dollar Baby,2004,8.1,520514,tt0405159,Top 250 Eng Movies,132.0,19
Jurassic Park,1993,8.1,672562,tt0107290,Top 250 Eng Movies,127.0,30
Touch of Evil,1958,8.1,78497,tt0052311,Top 250 Eng Movies,95.0,65
Spider-Man: Homecoming,2017,8.1,63449,tt2250912,Top 250 Eng Movies,133.0,6
Before Sunrise,1995,8.1,202637,tt0112471,Top 250 Eng Movies,101.0,28
The Truman Show,1998,8.1,727241,tt0120382,Top 250 Eng Movies,103.0,25
Harry Potter and the Deathly Hallows: Part 2,2011,8.1,597151,tt1201607,Top 250 Eng Movies,130.0,12
Star Wars: Episode VII - The Force Awakens,2015,8.1,671338,tt2488496,Top 250 Eng Movies,136.0,8
"Paris, Texas",1984,8.1,55587,tt0087884,Top 250 Eng Movies,145.0,39
The Last Picture Show,1971,8.1,33614,tt0067328,Top 250 Eng Movies,118.0,52
Gandhi,1982,8.1,184691,tt0083987,Top 250 Eng Movies,191.0,41
Barry Lyndon,1975,8.1,110612,tt0072684,Top 250 Eng Movies,184.0,48
Rocky,1976,8.1,410553,tt0075148,Top 250 Eng Movies,120.0,47
Annie Hall,1977,8.1,209863,tt0075686,Top 250 Eng Movies,93.0,46
Prisoners,2013,8.1,437471,tt1392214,Top 250 Eng Movies,153.0,10
Donnie Darko,2001,8.1,625616,tt0246578,Top 250 Eng Movies,113.0,22
Catch Me If You Can,2002,8.0,595613,tt0264464,Top 250 Eng Movies,141.0,21
The Man Who Shot Liberty Valance,1962,8.0,56854,tt0056217,Top 250 Eng Movies,123.0,61
Laura,1944,8.0,34055,tt0037008,Top 250 Eng Movies,88.0,79
"Monsters, Inc.",2001,8.0,640671,tt0198781,Top 250 Eng Movies,92.0,22
The Bourne Ultimatum,2007,8.0,529942,tt0440963,Top 250 Eng Movies,115.0,16
Cat on a Hot Tin Roof,1958,8.0,36099,tt0051459,Top 250 Eng Movies,108.0,65
The Wizard of Oz,1939,8.0,312709,tt0032138,Top 250 Eng Movies,102.0,84
Sleuth,1972,8.0,38702,tt0069281,Top 250 Eng Movies,138.0,51
Roman Holiday,1953,8.0,107935,tt0046250,Top 250 Eng Movies,118.0,70
Out of the Past,1947,8.0,25158,tt0039689,Top 250 Eng Movies,97.0,76
Anatomy of a Murder,1959,8.0,49040,tt0052561,Top 250 Eng Movies,160.0,64
Who's Afraid of Virginia Woolf?,1966,8.0,59195,tt0061184,Top 250 Eng Movies,131.0,57
The Terminator,1984,8.0,646930,tt0088247,Top 250 Eng Movies,107.0,39
Groundhog Day,1993,8.0,475438,tt0107048,Top 250 Eng Movies,101.0,30
The Help,2011,8.0,345567,tt1454029,Top 250 Eng Movies,146.0,12
Strangers on a Train,1951,8.0,104299,tt0044079,Top 250 Eng Movies,101.0,72
The Night of the Hunter,1955,8.0,68395,tt0048424,Top 250 Eng Movies,92.0,68
All Quiet on the Western Front,1930,8.0,49233,tt0020629,Top 250 Eng Movies,136.0,93
Beauty and the Beast,1991,8.0,337665,tt0101414,Top 250 Eng Movies,84.0,32
Lion,2016,8.0,115745,tt3741834,Top 250 Eng Movies,118.0,7
Twelve Monkeys,1995,8.0,493672,tt0114746,Top 250 Eng Movies,129.0,28
Guardians of the Galaxy,2014,8.0,770911,tt2015381,Top 250 Eng Movies,121.0,9
Dog Day Afternoon,1975,8.0,195760,tt0072890,Top 250 Eng Movies,125.0,48
Jaws,1975,8.0,446905,tt0073195,Top 250 Eng Movies,124.0,48
Zootopia,2016,8.0,305842,tt2948356,Top 250 Eng Movies,108.0,7
Guardians of the Galaxy Vol. 2,2017,8.0,182415,tt3896198,Top 250 Eng Movies,136.0,6
Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.0,872441,tt0325980,Top 250 Eng Movies,143.0,20
Before Sunset,2004,8.0,180331,tt0381681,Top 250 Eng Movies,80.0,19
The Imitation Game,2014,8.0,537531,tt2084970,Top 250 Eng Movies,114.0,9
Young Frankenstein,1974,8.0,121808,tt0072431,Top 250 Eng Movies,106.0,49
Stalag 17,1953,8.0,44924,tt0046359,Top 250 Eng Movies,120.0,70
Dogville,2003,8.0,114062,tt0276919,Top 250 Eng Movies,178.0,20
Dead Poets Society,1989,8.0,296460,tt0097165,Top 250 Eng Movies,128.0,34
High Noon,1952,8.0,83716,tt0044706,Top 250 Eng Movies,85.0,71
Papillon,1973,8.0,101801,tt0070511,Top 250 Eng Movies,151.0,50
A Streetcar Named Desire,1951,8.0,83024,tt0044081,Top 250 Eng Movies,122.0,72
Arsenic and Old Lace,1944,8.0,56999,tt0036613,Top 250 Eng Movies,118.0,79
Sin City,2005,8.0,686277,tt0401792,Top 250 Eng Movies,124.0,18
The Hustler,1961,8.0,65831,tt0054997,Top 250 Eng Movies,134.0,62
A Night at the Opera,1935,8.0,26078,tt0026778,Top 250 Eng Movies,96.0,88
The Killing,1956,8.0,66041,tt0049406,Top 250 Eng Movies,85.0,67
The Avengers,2012,8.0,1052696,tt0848228,Top 250 Eng Movies,143.0,11
Notorious,1946,8.0,77755,tt0038787,Top 250 Eng Movies,101.0,77
Harvey,1950,8.0,46511,tt0042546,Top 250 Eng Movies,104.0,73
